ticker,date,open,high,low,close,volume,log_return,high_low_pct,open_close_pct,gap_pct,sma_10,sma_20,ema_20,dist_sma_20,sma_20_50_cross,rolling_std_20,atr_14,parkinson_vol_20,bb_width_20,rsi_14,macd,macd_hist,momentum_10,vol_ma_ratio_20,obv,skewness_20,kurtosis_20,hurst_proxy_20,autocorr_lag1_20,market_return,rolling_beta_20,cluster_id,weight
AMZN,2015-03-16,18.518999099731445,18.69700050354004,18.336000442504883,18.667499542236328,47082000,0.0074469833398575465,0.01933842612530874,0.008018815791553667,-0.0005397069050778772,18.839299774169923,18.93509998321533,18.6624821711695,-0.014132507410834211,1.5874700736999507,0.013233584427867184,0.3573927198137556,0.010988386956275494,0.06344297089954459,45.72592239910206,0.2658493855718227,-0.18362795257058867,-0.6155014038085938,0.8985817592597893,912022000.0,0.1597019962634762,-0.9891614130594459,0.3252553914948335,-0.18587704888574852,0.0077417883381081685,1.3140795183466492,0,0.1
AMZN,2015-03-17,18.555500030517578,18.725000381469727,18.48200035095215,18.59600067138672,40740000,-0.0038374794735981962,0.013067327469008105,0.002182675798588229,-0.005999706145182671,18.775849914550783,18.926325035095214,18.656150599761617,-0.01745316974750465,1.515295104980467,0.012731370028965546,0.3343569891793387,0.010816571701496691,0.06505787616324027,37.980371687014134,0.2329080559749528,-0.17325542573396685,-0.6344985961914062,0.8026052163428861,871282000.0,0.11943775126378449,-0.7814144294393783,0.2586208404849998,-0.229456900364864,0.005122736595987121,1.2435030160629692,0,0.1
AMZN,2015-03-18,18.49850082397461,18.79949951171875,18.334999084472656,18.756999969482422,53082000,0.008620474519045398,0.02476411087882888,0.013974059186085463,-0.00524305462959734,18.737949943542482,18.93074998855591,18.665755301639788,-0.009178189933665697,1.4467700576782256,0.01282600129299539,0.3457855497087751,0.011240252254669694,0.06434905442456368,41.75768679469486,0.21728834795113983,-0.15110010700622384,-0.3789997100830078,1.04567875941627,924364000.0,-0.04297490457041821,-0.8591402340163886,0.4086667896590931,-0.21966116062694827,0.014792540041359992,1.1693404776240353,0,0.14979844638189355
AMZN,2015-03-19,18.693500518798828,18.855499267578125,18.609500885009766,18.66200065612793,38314000,-0.005077608480877715,0.01318177975498916,-0.0016850703067823164,-0.0033853735025274377,18.664999961853027,18.916349983215333,18.665397716352942,-0.013446004497624035,1.3544200325012206,0.012389059687214451,0.34121404375348774,0.010973797366791733,0.06562355543305837,43.80596596591364,0.1949961716768378,-0.13871382662442072,-0.7294998168945312,0.7705162986097563,886050000.0,0.12016967579507974,-0.609928731072051,0.3201306139629189,-0.31720288355464343,0.00015747952171707436,1.1483963326250652,0,0.7804247490113667
AMZN,2015-03-20,18.81450080871582,18.9685001373291,18.79599952697754,18.92449951171875,75272000,0.013967947123365439,0.009115200650542526,0.005846485328673079,0.008171693667678394,18.65699996948242,18.90342493057251,18.69007407781635,0.0011148551763764498,1.261424980163575,0.012492638549543078,0.34017835344587055,0.010686625653237254,0.06432001857279578,43.55328629601329,0.1962486924586102,-0.10996904467411867,-0.07999992370605469,1.4985258019498033,961322000.0,0.12428884513258952,-0.654329404941026,0.5647707484858971,-0.29999659332806916,0.006085619957840405,1.1556473753585488,0,0.4910081068483688
AMZN,2015-03-23,18.903499603271484,19.088499069213867,18.746999740600586,18.75550079345703,44786000,-0.008970268052454936,0.018207955745459792,-0.007829175170852933,-0.0011096678374115895,18.63975009918213,18.89084997177124,18.696305193591655,-0.0071648008662825126,1.1742000007629372,0.012483920694790032,0.3484997068132673,0.010713287751188592,0.0645091579724758,41.80187570396807,0.18151218058916996,-0.09976444523484718,-0.1724987030029297,0.8905016602708129,916536000.0,0.12285782304835924,-0.648620986886816,0.40726960785538696,-0.34404020453647705,0.0018539043365339847,1.1422716690482255,0,0.9586335666689249
AMZN,2015-03-24,18.699499130249023,18.761999130249023,18.613500595092773,18.704500198364258,44564000,-0.0027229378138794243,0.007939187548558211,0.0002674439608101597,-0.00298587938678472,18.662650108337402,18.879599952697752,18.697085670236664,-0.00927454790776585,1.0857899856567386,0.012467645339459491,0.33871391841343473,0.010656537011218782,0.06510702926718454,42.43910773605493,0.1638295419878837,-0.09395766706890679,0.22900009155273438,0.8807045003596808,871972000.0,0.10617069308966665,-0.6369796446512699,0.35973876275449745,-0.3314734798460145,0.005214950248251781,1.118558831301174,0,1.0
AMZN,2015-03-25,18.758499145507812,19.024999618530273,18.51449966430664,18.54800033569336,68590000,-0.008402162599518113,0.027523180111551228,-0.011221516607987644,0.002886949481188329,18.685600090026856,18.84357500076294,18.682887066946826,-0.015685700027768396,0.9702150344848626,0.011789030794501458,0.3548210688999721,0.010540830522196436,0.06399751482334398,34.68866263373174,0.13562429999902292,-0.09773032724621405,0.22949981689453125,1.3487259956661435,803382000.0,0.2579292491890837,-0.28680599306271953,0.21388613657651465,-0.3471559142598495,-0.022865114910213792,0.8780271827249923,0,1.0
AMZN,2015-03-26,18.47949981689453,18.56999969482422,18.282499313354492,18.36750030517578,58600000,-0.009779169500559888,0.015652667839193397,-0.0060607436763926445,-0.003693148455847677,18.651150131225585,18.79995002746582,18.65285023249244,-0.02300270593422974,0.8539800643920898,0.011919517697712661,0.3433925083705357,0.010536504064774695,0.06472713103545893,37.49998858244984,0.09758173703200157,-0.10861831217058834,-0.3444995880126953,1.1468091893468078,744782000.0,0.3480024321737279,-0.3633539252385806,0.04566615844428926,-0.32595151343555395,-0.002726273030729853,0.9259551918050287,0,0.9905478366917335
AMZN,2015-03-27,18.355499267578125,18.65850067138672,18.328500747680664,18.527999877929688,52196000,0.008700279674878311,0.01781087681898344,0.00939776182292562,-0.0006533843690354793,18.651050186157228,18.775950050354005,18.640959722534085,-0.01320573241978696,0.7526900863647477,0.011925976495636604,0.349785396030971,0.010584503437662839,0.06516186165372181,42.40120418873954,0.0794676523398401,-0.10138591749019985,-0.00099945068359375,1.0199352037486467,796978000.0,0.13430193132638837,-0.4717567817775741,0.1952463803504805,-0.3056833444918938,-0.0024730007236319906,0.9033581064756663,0,1.0
