ticker,date,open,high,low,close,volume,log_return,high_low_pct,open_close_pct,gap_pct,sma_10,sma_20,ema_20,dist_sma_20,sma_20_50_cross,rolling_std_20,atr_14,parkinson_vol_20,bb_width_20,rsi_14,macd,macd_hist,momentum_10,vol_ma_ratio_20,obv,skewness_20,kurtosis_20,hurst_proxy_20,autocorr_lag1_20,market_return,rolling_beta_20
GD,2015-03-16,103.7053407622349,105.32793211708817,103.60392508279132,105.28892517089844,1899800.0,0.020812486741295842,0.016374058634358226,0.015270037174789506,0.005673899090523336,105.00885925292968,107.09326820373535,106.14911916972403,-0.016848332888714446,-0.1444576263427706,0.011802177618752255,1.6733071036696725,0.009010699865920093,0.09205928867114035,33.2671742171632,-1.047316092454139,-0.40309384451170027,-3.767852783203125,1.4601996072418153,-1552200.0,0.007975912348754405,-0.2547471390496371,0.27661887200776,-0.3153148042740883,0.01370746771091987,1.3719000182364542
GD,2015-03-17,104.74284876648949,104.9612733502497,104.0641613282194,104.63363647460938,1171200.0,-0.006243167190709132,0.008573839658607243,-0.0010426706277923273,-0.005186456253804404,104.7779525756836,106.94036865234375,106.00478748447502,-0.02157026581078482,-0.23967636108397983,0.011817947102481349,1.6660641791532373,0.00887088414101615,0.09425415772514525,34.47060577649624,-1.0320853062651452,-0.3102904466581652,-2.3090667724609375,0.9026624380055415,-2723400.0,0.13310649598266744,-0.25719024859643447,0.19303560317067994,-0.33728761625833614,-0.0035534716726166662,1.372392095050975
GD,2015-03-18,104.14219206099031,106.31864162393651,103.32309378772598,106.18602752685547,2032800.0,0.014727460255837259,0.02821037669436246,0.019625431589419554,-0.004696810989058177,104.76781387329102,106.84129638671875,106.0220484408922,-0.006133104726579669,-0.3570027160644571,0.012306157989269045,1.7886498149890906,0.009587752497304262,0.0938975086238647,41.97793414566042,-0.8845532353536782,-0.13020670059735862,-0.10138702392578125,1.4931962170599578,-690600.0,0.10424735225347505,-0.5704896239576656,0.3910459143433992,-0.3704025060064383,0.011200248906518733,1.3719021444864556
GD,2015-03-19,105.74915577377142,106.30302573495014,105.32791178468558,105.53073120117188,1628500.0,-0.0061903311028347,0.00924009470194715,-0.0020654970812894217,-0.004114211288048792,104.67810134887695,106.67630462646484,105.97525632282361,-0.010738780550228826,-0.5246566772460994,0.012246082276556925,1.8131671029841325,0.00948944557070726,0.09294092944563383,41.59478101730328,-0.8111594025248223,-0.04545029421480207,-0.897125244140625,1.1584934250073806,-2319100.0,0.25772594556038786,-0.47369040732291495,0.30746167236312627,-0.4777118949000479,-0.004141554123404431,1.3837279293364573
GD,2015-03-20,105.78039089057515,107.10654379325692,105.23431742778037,105.63217163085938,5233200.0,0.000960778963826452,0.017724016618906636,-0.001401197882404304,0.002365753430887827,104.74129104614258,106.40990333557129,105.9425815902556,-0.0073088282230581334,-0.8038263702392641,0.011228396389409638,1.8443690336224756,0.009189589914831852,0.08539325220016483,38.98663389997851,-0.7363210160026483,0.02351047384589766,0.63189697265625,3.270126632110754,2914100.0,0.22728678022203944,-0.055110244026153846,0.3393085888432979,-0.4863681912746679,0.01034180560580032,1.2221974641806355
GD,2015-03-23,106.4434250208471,106.89587927366209,105.95977236239617,105.998779296875,1596600.0,0.003464597509211983,0.008831298977926264,-0.0041772962856561294,0.007679984018720361,104.73816757202148,106.20005722045899,105.94793375279079,-0.001895271328961317,-0.9831394958496134,0.011249202926000401,1.7423956798352995,0.00918510587313219,0.07872481822116345,46.57999400706989,-0.6400507738201924,0.09582457282268297,-0.0312347412109375,0.9718979890611256,4510700.0,0.08444037121325979,-0.11398751232261076,0.3888296304784979,-0.4691675847404788,-0.00211870203239217,1.2055991256699188
GD,2015-03-24,105.9675499595687,107.00507233352428,105.40588353301766,105.46829223632812,1435100.0,-0.005017217758832933,0.015162744807920483,-0.004711420839974727,-0.00029461978254329425,104.93396759033203,105.94730606079102,105.90225360836578,-0.004521245912454302,-1.1868266296386594,0.01120945384144738,1.7730422603033762,0.009331077680569764,0.06906030913609144,47.00508803641963,-0.5996494006003985,0.10898075683398156,1.9580001831054688,0.8561040138637428,3075600.0,0.1979985350493847,-0.04286125387168882,0.37861188416349173,-0.463506815028791,-0.005284830916773228,1.1900162141372506
GD,2015-03-25,105.99879501310423,106.50584952677337,104.2747882407846,104.3449935913086,1803500.0,-0.010707704931204272,0.021381584388487695,-0.015602077566930656,0.0050299740853618725,105.0478614807129,105.69845733642578,105.75394313055082,-0.012804952685442378,-1.3807646179199224,0.011200721405115537,1.8465941069150955,0.00961891493391549,0.06351043660038727,42.895175834671434,-0.6507701607790324,0.04628799732427813,1.1389389038085938,1.042651288499617,1272100.0,0.19717011419027927,-0.03535980729453131,0.2063067957090931,-0.4644463920022751,-0.014455694380276864,1.1293760332850196
GD,2015-03-26,103.74433583779991,105.35132184965313,103.19046583307752,104.94567108154297,1856200.0,0.005740142690975201,0.020590234873972255,0.011579767069127505,-0.005756459728784884,105.11494750976563,105.50733604431153,105.67696484016912,-0.005323468337146427,-1.5306970977783152,0.011319197124162031,1.892283763791654,0.009888770455976553,0.0576454064879385,49.80260701060908,-0.6354885615751868,0.04925567722249902,0.6708602905273438,1.0489613237188906,3128300.0,0.0532704529662084,-0.19321171141699617,0.30749004270198116,-0.4843567843409906,-0.0031420755333365262,1.1220681597549775
GD,2015-03-27,104.80525295335688,105.5619423369251,104.64142857100595,105.343505859375,945700.0,0.00378369689061634,0.00873821085039608,0.005135743589662082,-0.0013380078162250181,105.33727340698242,105.36145896911621,105.64520684199825,-0.00017039541704216753,-1.6405335235595686,0.011361543421807013,1.8192904736217932,0.009927735445421542,0.052218042665424506,47.39944834155657,-0.5845376561431266,0.08016526612364738,2.2232589721679688,0.539335198222937,4074000.0,-0.0636729272854101,-0.2388179715403876,0.37450473068709705,-0.45665545160280063,0.003404726232393271,1.1217055547931922
