ticker,date,open,high,low,close,volume,log_return,high_low_pct,open_close_pct,gap_pct,sma_10,sma_20,ema_20,dist_sma_20,sma_20_50_cross,rolling_std_20,atr_14,parkinson_vol_20,bb_width_20,rsi_14,macd,macd_hist,momentum_10,vol_ma_ratio_20,obv,skewness_20,kurtosis_20,hurst_proxy_20,autocorr_lag1_20,market_return,rolling_beta_20,cluster_id,local_id,weight
META,2015-03-16,77.28134545044,77.4399562563664,76.68657005417496,77.39038848876953,19305400,0.0002561520377896112,0.009734880736558319,0.0014109878351606859,-0.0011531758706935411,78.444140625,78.25975723266602,77.83640438159946,-0.011108758505355046,1.5815122985839878,0.014393849874631584,1.5584588654472,0.01262018957656481,0.07062372829304579,48.400667481121104,0.3195598626285232,-0.2566420985263147,-1.665374755859375,0.7755552306008748,29170600.0,0.3234785955125845,0.14022990932128074,0.44028453169836024,0.0960605352645504,0.007741846063998592,1.3449467182681831,4,0,1.0
META,2015-03-17,77.67787163097086,79.0855086220938,77.65804149702255,78.6691665649414,22170000,0.016388701067397538,0.018145191912150485,0.012761612966847774,0.0037147137753810655,78.42034912109375,78.44612121582031,77.91571506572727,0.0028432935323726245,1.7498345947265648,0.014743249223772974,1.555627284202238,0.012441621946654796,0.05818518236883459,49.170851979845786,0.34987013785739407,-0.1810654586379551,-0.2379150390625,0.8961870213362844,51340600.0,0.15428543506813766,-0.20051902855572698,0.5888902368048357,0.10172591744973712,0.005122668689908872,1.380803024451096,4,0,1.0
META,2015-03-18,78.56011259650603,80.53278712325103,78.48080719769742,80.2056655883789,36912400,0.019342861403494067,0.02558397726949459,0.02094641844666345,-0.0013862352074793074,78.42133941650391,78.65429382324218,78.1338055916941,0.01972392973771834,1.8842550659179693,0.014991332194388352,1.574036175082949,0.012659889323561062,0.05370718695505593,51.95920131643534,0.49220010307894313,-0.03098839473312487,0.0099029541015625,1.4496803919812864,88253000.0,0.14696383344782457,-0.3417451348254729,0.9180294749788569,0.06556967586012735,0.014792715316999638,1.3451186363943797,4,0,0.9655936777598075
META,2015-03-19,80.41383996422282,82.27747153659601,80.2948818610154,82.02964782714844,42099500,0.022486585161288174,0.024169184287083645,0.020093653821824438,0.002595507116819849,78.5739974975586,78.81934471130371,78.50483818554689,0.04072988842010794,1.9184551239013672,0.013767050754630564,1.5372165903709,0.012103244023629438,0.06589476415701588,64.36170423667801,0.7436059227631517,0.176333939960867,1.526580810546875,1.665667320346644,130352500.0,-0.2524812989577267,-1.0563146019990073,0.9999999980600348,0.13733709403001884,0.00015726317945521373,1.206295625192457,4,0,0.4112492441166452
META,2015-03-20,82.6640839404855,83.86354990305719,82.34686986412753,83.07051849365234,44466300,0.012609126693675025,0.01825774132928977,0.0049167006243037124,0.0077342293931815164,78.94969863891602,79.01264724731445,78.93966488155694,0.05135723693857437,1.9600894165039051,0.013945110082764436,1.5733282376339222,0.012198853981389106,0.08147299598582881,65.07821824612257,1.0151345705814236,0.35829007022331105,3.7570114135742188,1.733471830298205,174818800.0,-0.2983713696712021,-1.1271066433292214,0.999999998385952,0.21313705616483658,0.006085755072232102,1.2270254705960926,4,0,0.1
META,2015-03-23,83.18946010338082,84.22040763147263,82.5748621506768,83.69502258300781,27357300,0.007489640900664704,0.019661210784275563,0.006077241983995876,0.0014318149433191418,79.44435348510743,79.28971366882324,79.39255609121892,0.055559652189299646,2.113244094848625,0.013476606950952685,1.603775624055751,0.012100994417690206,0.09604062011616182,67.36155421910425,1.2661201955661738,0.48742055616644897,4.9465484619140625,1.0598471786628914,202176100.0,-0.4918508731790892,-0.7685687351273299,0.9999999985337472,0.1910857661499078,0.0018538967464052814,1.2228680135248586,4,0,0.1
META,2015-03-24,83.97259211185474,85.32075381365149,83.78424365612457,84.56736755371094,32576500,0.010368957505573357,0.018169066884686357,0.007082971084102136,0.0033164400973980817,80.2135986328125,79.62972793579101,79.88539527812291,0.06200749073613929,2.3031764221191366,0.013406585962481402,1.5570434690505996,0.012118462061599439,0.11058636350478529,66.34540324010183,1.5179214071565923,0.591377414205494,7.692451477050781,1.2294658929030717,234752600.0,-0.6681817252613611,-0.5544442802937255,0.9999999987000243,0.22856305177424233,0.00521498611625657,1.215831369572956,4,0,0.1
META,2015-03-25,84.75572411622957,84.77554668889609,82.19818115234375,82.19818115234375,37436100,-0.02841529116828784,0.031355505682807816,-0.030175460008775187,0.0022272960358971187,80.74394302368164,79.7962661743164,80.10566059947728,0.030100593585159943,2.3467939758300673,0.014995055839355382,1.6639614872612074,0.012480743606539637,0.11358078559857415,55.491327833517566,1.5089083824285439,0.4658915115819564,5.303443908691406,1.3819882769787115,197316500.0,-0.606818200446293,-0.6750237531133362,0.69201152384836,0.12899088202727663,-0.02286514567267863,1.2414816630293637,4,0,1.0
META,2015-03-26,81.99991523440353,83.04077034029963,81.42496237801527,82.28739166259766,32794800,0.0010847215044387322,0.019636154815956344,0.003505813723554373,-0.0024120475071432385,81.14839172363281,79.92513427734374,80.31344451025065,0.02955587633748873,2.345604095458981,0.014861484174710275,1.6731661738349441,0.012456468035644234,0.11675758403409277,60.37345035059187,1.4917678666370335,0.35900079663235673,4.044486999511719,1.206901405729458,230111300.0,-0.5266320909570728,-0.6710315219397269,0.7036086733921797,0.1694555241966899,-0.0027263275019203228,1.258352457184063,4,0,1.0
META,2015-03-27,82.65416509176136,83.21920287576444,82.15851764744356,82.57486724853516,18372600,0.0034874674070695406,0.012845133919500705,-0.000959393191239319,0.004457225119828547,81.6688217163086,80.13974990844727,80.52881810437299,0.030385886436705093,2.421041870117193,0.01412787334637002,1.6512160458427323,0.011785441701764316,0.11834468319964535,63.61070506292453,1.4842710093636384,0.2812031514871691,5.2042999267578125,0.6918854675468973,248483900.0,-0.7095779585092837,-0.0769005729375691,0.7409798009737351,0.21835232542727642,-0.002473042197778841,1.212509816247434,4,0,0.9442542768543866
