ticker,date,open,high,low,close,volume,log_return,high_low_pct,open_close_pct,gap_pct,sma_10,sma_20,ema_20,dist_sma_20,sma_20_50_cross,rolling_std_20,atr_14,parkinson_vol_20,bb_width_20,rsi_14,macd,macd_hist,momentum_10,vol_ma_ratio_20,obv,skewness_20,kurtosis_20,hurst_proxy_20,autocorr_lag1_20,market_return,rolling_beta_20
LMT,2015-03-16,146.63570661881366,149.65393862274058,146.54693874124715,149.5133819580078,1198000.0,0.025050118625409214,0.02078074778862313,0.01962465626925921,0.005631339819090691,147.0788330078125,147.9935775756836,146.98627435677972,0.010269394167101608,3.5153817749023517,0.010736373007750542,1.9540922801761067,0.007969298041262817,0.05227423650705977,44.34430881113133,0.7313385436159763,-0.26752442853777036,-0.6732177734375,0.9718661777590291,-676800.0,0.39240843233500483,-0.4976039474729004,0.6663804316086911,-0.12068620844942635,0.01370746771091987,1.0464819048551646
LMT,2015-03-17,149.04738713932866,149.43206690781744,147.97473347108183,148.44818115234375,936600.0,-0.007149951372629379,0.009817118845262462,-0.004020238116786164,-0.003116743214396879,147.13358154296876,148.16175003051757,147.12550357540485,0.0019332325770125265,3.553718109130841,0.010908616401777817,1.9297155114235787,0.007891033537296388,0.048867524530055266,44.86455408582376,0.7654282597538611,-0.1867477699199085,0.5474853515625,0.7624893657726453,-1613400.0,0.49992026739991213,-0.5560174857393616,0.4451677792893009,-0.19807593863988518,-0.0035534716726166662,1.0644906202316224
LMT,2015-03-18,148.52211829833385,150.53427317444098,146.73928798809752,149.87588500976562,872800.0,0.009571569439165163,0.02532085255807626,0.009114916531909989,0.0004980670387212318,147.40211334228516,148.36459197998047,147.38744466439158,0.010186345742042524,3.539129028320332,0.011040217782116356,2.0258850190711137,0.00853231476286384,0.04746023697073858,52.433930744192786,0.8973048036476428,-0.04389698082090154,2.6853179931640625,0.7113951185318917,-740600.0,0.436859071241799,-0.7204830614478709,0.68649763882824,-0.2622513324418907,0.011200248906518733,1.024644518011151
LMT,2015-03-19,149.801880070855,150.43807616118954,148.7218220429371,149.5725555419922,1178000.0,-0.0020259218646274564,0.011474391889831698,-0.0015308521412036736,-0.000493774825121541,147.63070373535157,148.43697357177734,147.5955504622583,0.007650263562303958,3.3870748901367165,0.01052567557626521,2.0459645049290986,0.00829198930465082,0.04795671471028658,54.24259327113077,0.9662039639283648,0.020001743567856334,2.2859039306640625,0.9840982093255418,-1918600.0,0.6359916061722737,-0.1714953365312529,0.6352247803350419,-0.36977761733885756,-0.004141554123404431,1.0442172354540955
LMT,2015-03-20,150.20874898362297,150.9411064934801,149.18787331790963,150.7413787841797,3938100.0,0.007784048692413684,0.01163073596454641,0.003545930607642511,0.004253410255146509,148.08269195556642,148.48408203125,147.89515315958414,0.015202281093367333,3.2220605468750136,0.01036558266993731,2.0084475843112353,0.008069126722821368,0.049281238669707975,51.57355247713981,1.1024133770415574,0.12496892534483905,4.5198822021484375,2.9634953005184856,2019500.0,0.6767479212622428,0.028887481913519877,0.8327951289732516,-0.43327472527898697,0.01034180560580032,0.9952554895572422
LMT,2015-03-23,150.41588462766543,151.3479811538298,150.11257934570312,150.11257934570312,1028100.0,-0.004180103582371089,0.008229835324337487,-0.0020164444913055653,-0.0021592887045319615,148.31793212890625,148.44100189208984,148.1063366058812,0.011260887708292654,3.042586975097663,0.010256899248979675,1.9069916318820361,0.00798190606896188,0.047885431203930504,56.92463054751959,1.1464063993225295,0.1351695581006489,2.3524017333984375,0.7858619753945171,991400.0,0.8662277334716761,0.38730264449395746,0.726506924051163,-0.4712323235654758,-0.00211870203239217,1.0072234960531656
LMT,2015-03-24,149.68353036176316,151.18524722157673,148.65526101507487,150.39370727539062,1250900.0,0.001871029154576026,0.01682242064735543,0.004744522740150974,-0.0028581814116449347,148.74107818603517,148.37415924072266,148.32418143154877,0.013611184353142266,2.832113647460943,0.010196252297045093,2.0190125289196623,0.008182450541264197,0.04498433403985581,60.304701988770525,1.190235566163608,0.1431989799533817,4.2314605712890625,0.9531683379560486,2242300.0,0.9256125442947888,0.5450391734817795,0.9294326408974366,-0.4623147402928163,-0.005284830916773228,0.975069056032955
LMT,2015-03-25,150.4232916712172,150.9115375901587,147.21272539432147,147.22752380371094,1338200.0,-0.021277399538241502,0.025123102666377958,-0.021245166436666747,0.00019671298994190098,148.8749740600586,148.21363220214843,148.21973784794517,-0.006653290819379839,2.583201293945308,0.011069742173884099,2.215578066589661,0.008675624064711507,0.04353535024680509,49.84115870929871,0.9584376784417259,-0.0708791262148003,1.338958740234375,1.0780806908997165,904100.0,0.5552477372163951,0.3849637101109396,0.2867880929378461,-0.4933645383841158,-0.014455694380276864,1.051999031589082
LMT,2015-03-26,146.1548626454886,148.78101013265785,145.18576442060362,148.3667449951172,1499700.0,0.007708044113971988,0.024232153318269247,0.015133826610981088,-0.0072857379551695915,149.00665130615235,148.18515014648438,148.2337385286282,0.001225459153318007,2.4417877197265625,0.011023719588149168,2.3461008081686776,0.009012415243251776,0.04331627398900433,55.74016535674186,0.8567853238037628,-0.1380251846822107,1.3167724609375,1.2009321097391055,2403800.0,0.35446419181179917,0.2541016939492936,0.5180173612748648,-0.5518509772573277,-0.0031420755333365262,1.0511926204611803
LMT,2015-03-27,148.36675565177356,150.0756051108086,148.1300375366956,149.60215759277344,1256400.0,0.008292272556070443,0.013004943280356677,0.008326676252862517,7.182644852063515e-08,149.38540954589843,148.26578216552736,148.3640641537849,0.009013377245426203,2.3683294677734352,0.011076279395089265,2.311754185553923,0.009089208427672737,0.04409909557210054,55.01000207511932,0.865930662589335,-0.10310387671731092,3.7875823974609375,1.0083224320441724,3660200.0,0.16458247078346425,0.10988485561567936,0.7687707296332679,-0.4962743378914064,0.003404726232393271,1.054966199579906
