ticker,date,open,high,low,close,volume,log_return,high_low_pct,open_close_pct,gap_pct,sma_10,sma_20,ema_20,dist_sma_20,sma_20_50_cross,rolling_std_20,atr_14,parkinson_vol_20,bb_width_20,rsi_14,macd,macd_hist,momentum_10,vol_ma_ratio_20,obv,skewness_20,kurtosis_20,hurst_proxy_20,autocorr_lag1_20,market_return,rolling_beta_20,cluster_id
ABBV,2015-03-16,36.75635872291527,37.536002021316364,36.674623763037495,37.171329498291016,12098700.0,0.01912616516742861,0.023173189382067687,0.011289768347051655,0.007930935181453588,36.18483352661133,37.01131896972656,36.76904005237102,0.004323286307415952,-1.096655197143555,0.01930122221625511,0.8869785751393761,0.014738430614833887,0.12840509973695313,41.42996104148124,-0.498424655434647,0.0629487806698995,-0.8425331115722656,0.8863977540223698,-56046600.0,-1.0677888626516154,3.706030970545474,0.6215270482420546,0.03953785470115668,0.013805034519268103,0.9395834241668493,3
ABBV,2015-03-17,36.919836609710444,37.837801979746104,36.90726144592632,37.554866790771484,10983600.0,0.01026522637185181,0.024778160943994192,0.017200243533093424,-0.0067657759885110975,36.191748809814456,37.043070793151855,36.84388069412344,0.013816241108609227,-0.9936159896850612,0.019268268368260316,0.913475649900975,0.01490017746288761,0.1289318341405011,45.79003131136325,-0.3771550950656106,0.1473746728311487,0.06915283203125,0.8100606350696599,-45063000.0,-1.0656002384063126,3.7364701744727298,0.7274306285233352,0.05198408327452553,-0.00356894422988733,0.8868579038869744,3
ABBV,2015-03-18,37.573715391071175,37.98868605909875,37.25305721969523,37.655452728271484,11889200.0,0.002674792451714647,0.01953578528232258,0.002175386073158438,0.0005018950114961608,36.16785430908203,37.06350440979004,36.92117326880421,0.01597119127692016,-0.919383544921871,0.019185581959738282,0.9417689722468907,0.014892729825498047,0.1296318809772205,47.03650588038536,-0.269821318052081,0.20376675987574266,-0.23894500732421875,0.8732837974021542,-33173800.0,-1.0296990264577013,3.776672772603388,0.755204748839788,0.06033221360257446,0.011412940238267916,0.7998666027433075,3
ABBV,2015-03-19,37.781218261154685,38.655171833959216,37.71834483517768,38.472835540771484,14110500.0,0.02147465135261084,0.0243503496784174,0.01830584907699596,0.003339902292258888,36.44010009765625,37.13235149383545,37.06895062803919,0.03610016582972326,-0.8170792770385731,0.019705755024245448,0.9853329842227397,0.015221231446221357,0.1337785645960305,52.89669737705358,-0.1174486892745108,0.2849115109226503,2.7224578857421875,1.0161227254167857,-19063300.0,-1.0970233282798518,3.4459617858925986,0.9809031828676623,0.10062908353621139,-0.004101428821661666,0.7171483700524278,3
ABBV,2015-03-20,38.66774098180958,38.81235175782794,37.92582315808611,37.97612380981445,13313100.0,-0.012994780436451227,0.023344367738744147,-0.017886154046123915,0.005066053445204078,36.739382934570315,37.10405788421631,37.15534807392255,0.023503249377316182,-0.7695303726196272,0.01791658079680606,1.017668419394159,0.014798788354017552,0.13089780606874726,49.76294417488535,-0.03635370578695074,0.2928051955281683,2.992828369140625,0.9664286002062341,-32376400.0,-1.5209643883290414,4.1457038394705075,0.8601761277616046,0.13989330853331966,0.01073322647291276,0.3523815008024561,3
ABBV,2015-03-23,37.75604923411299,38.472816488555544,37.485689319056064,38.02640914916992,7926400.0,0.0013232544952174945,0.025958989852751805,0.007160704588261019,-0.00579507737028666,37.0499813079834,37.101227569580075,37.23830627156516,0.024936683768896416,-0.6887867736816418,0.01771962188459093,1.0423687347154973,0.01476015237359862,0.13065568988314333,53.61327496912081,0.03160790328478669,0.28861344367992464,3.1059837341308594,0.583134391495466,-24450000.0,-1.6814347817705033,4.779821210954289,0.8743314019090535,0.14692092497964113,-0.002315113259322891,0.3376789615215065,3
ABBV,2015-03-24,38.133311905443946,38.24019719871109,37.37881887611706,37.49199295043945,7970000.0,-0.014153507095185517,0.02297499424751657,-0.016817814209962704,0.00281127665393455,37.288276290893556,37.062245559692386,37.262466907648424,0.011595287445251104,-0.6565967559814396,0.017952540177781733,1.0414704936801955,0.014975493657329374,0.12783590860839972,47.35531201935302,0.041862482535883316,0.239094418344817,2.3829498291015625,0.5861925543248613,-32420000.0,-1.4699020012650708,3.976200166962892,0.7238937614589919,0.1450097782392321,-0.00536538476573854,0.3812562844249819,3
ABBV,2015-03-25,37.77493272783643,37.78121911118858,36.59917996818034,36.60546875,11619200.0,-0.023929740211566602,0.032291326488895905,-0.030958730911651928,0.007546672105987888,37.38887596130371,36.98679695129395,37.19989565453905,-0.010309846556678055,-0.6433928680419925,0.018655656455391047,0.9633264524183532,0.015446788336563537,0.12564080452933224,56.73268159228248,-0.02130024751652826,0.14074535063392438,1.0059967041015625,0.849482160377482,-44039200.0,-1.241235499717841,2.7222327749460136,0.4743380608031966,0.18511971710045214,-0.014542163556511967,0.5414786837563043,3
ABBV,2015-03-26,36.454555597698324,36.523717781166795,35.976711491364604,36.008148193359375,10853900.0,-0.016452397094464204,0.015191180804770124,-0.012245586234623533,-0.004122694161693428,37.34297676086426,36.88462505340576,37.08639589633146,-0.023762661502989346,-0.6686063766479506,0.018933629430198023,0.9202134461434157,0.015533025800443306,0.1250399961875999,58.2909656088154,-0.11819348216121028,0.03508169279139389,-0.45899200439453125,0.7834338378831351,-54893100.0,-1.0842669294649678,2.167277246658376,0.30619290474917255,0.22233998060732438,-0.00307750802445457,0.5579704505164129,3
ABBV,2015-03-27,36.2345027791496,36.49857400139198,36.03330497216482,36.24707794189453,6830100.0,0.0066135180023860285,0.012836042393393544,0.0003470494080767695,0.006286204571663315,37.32097053527832,36.79502868652344,37.006460853051756,-0.014891977640465303,-0.6821245574951149,0.019041016606764608,0.920662937200679,0.015567930296791117,0.12261862146821999,60.43523893146737,-0.17370012785823974,-0.016339962324508434,-0.220062255859375,0.4962539911351295,-48063000.0,-1.1204670103648589,2.1421013731226886,0.373451396704211,0.19860267227942122,0.003306069758638117,0.5817552566131342,3
